risk_label,method,attacker,id,strength,yaw,pitch,roll,bright,yaw_abs,pitch_abs,roll_abs,angle_max2,angle_max3
normal,blur,none,L4_C6,6,-14.5,-15.4,-2.5,69.08,14.5,15.4,2.5,15.4,15.4
normal,blur,none,L4_C7,5.8,-4.8,-14.8,-2.3,65.17,4.8,14.8,2.3,14.8,14.8
normal,blur,none,L4_C8,5.4,12.1,-14.5,-2.4,68.05,12.1,14.5,2.4,14.5,14.5
normal,blur,none,L4_C9,4.8,23.7,-13.8,-1.9,69.89,23.7,13.8,1.9,23.7,23.7
normal,blur,none,L4_C15,4,-9.5,-29.6,3.9,60.1,9.5,29.6,3.9,29.6,29.6
normal,blur,none,L4_C16,3.6,0.5,-26.3,-1.4,59.97,0.5,26.3,1.4,26.3,26.3
normal,blur,none,L4_C17,3.6,5.1,28.4,-8.2,65.1,5.1,28.4,8.2,28.4,28.4
normal,blur,none,L4_C19,5,-37.1,2.2,-10.3,64.69,37.1,2.2,10.3,37.1,37.1
normal,blur,none,L4_C20,4.2,25.8,-5.4,6.6,73.48,25.8,5.4,6.6,25.8,25.8
normal,blur,none,L5_C4,4,-46.5,-14,-4.8,49.67,46.5,14,4.8,46.5,46.5
normal,blur,none,L5_C5,4.8,-30.3,-12.7,-3.1,47.99,30.3,12.7,3.1,30.3,30.3
normal,blur,none,L5_C6,5.2,-16,-14.7,-3,50.48,16,14.7,3,16,16
normal,blur,none,L5_C7,5.2,-3.2,-14,-2.5,46.35,3.2,14,2.5,14,14
normal,blur,none,L5_C8,5.2,12.3,-15.5,-2.7,47.38,12.3,15.5,2.7,15.5,15.5
normal,blur,none,L5_C9,4,23.1,-14.4,-1.6,48.11,23.1,14.4,1.6,23.1,23.1
normal,blur,none,L5_C15,3.6,-10.9,-31.3,3.9,48.4,10.9,31.3,3.9,31.3,31.3
normal,blur,none,L5_C16,3.2,0.3,-28.8,-1.7,44.44,0.3,28.8,1.7,28.8,28.8
normal,blur,none,L5_C17,3,5.2,-29.2,-8.1,45.47,5.2,29.2,8.1,29.2,29.2
normal,blur,none,L5_C19,4,-39,0.4,-12.2,45.18,39,0.4,12.2,39,39
normal,blur,none,L5_C20,3.8,28,-4.6,7.9,51.15,28,4.6,7.9,28,28
normal,blur,none,L6_C4,2.2,-49,-8.2,-5.8,23.63,49,8.2,5.8,49,49
normal,blur,none,L6_C5,2.6,-28.6,-10.3,-4.5,23.12,28.6,10.3,4.5,28.6,28.6
normal,blur,none,L6_C6,3,-17.4,-13.7,-2.8,23.2,17.4,13.7,2.8,17.4,17.4
normal,blur,none,L6_C7,2.8,-4.1,-11.6,-2.3,20.41,4.1,11.6,2.3,11.6,11.6
normal,blur,none,L6_C8,2.8,13.5,-12.7,-2.5,21.62,13.5,12.7,2.5,13.5,13.5
normal,blur,none,L6_C9,1.6,25.1,-11.3,-2.1,15.18,25.1,11.3,2.1,25.1,25.1
normal,blur,none,L6_C19,2.2,-36.2,3,-11.2,22.35,36.2,3,11.2,36.2,36.2
normal,blur,none,L8_C3,5.4,-81.6,-6.3,-7.1,104.08,81.6,6.3,7.1,81.6,81.6
normal,blur,none,L8_C4,5.8,-48.7,-13.5,-5,117.72,48.7,13.5,5,48.7,48.7
normal,blur,none,L8_C5,6.6,-30.6,-13.9,-4.5,118.48,30.6,13.9,4.5,30.6,30.6
normal,blur,none,L8_C6,7,-15.6,-15.1,-3.6,120.49,15.6,15.1,3.6,15.6,15.6
normal,blur,none,L8_C7,7.2,-3.7,-15.2,-2.9,114.43,3.7,15.2,2.9,15.2,15.2
normal,blur,none,L8_C8,7,11.6,-15.8,-2.8,114.81,11.6,15.8,2.8,15.8,15.8
normal,blur,none,L8_C9,6,22.6,-15.6,-2.9,112.77,22.6,15.6,2.9,22.6,22.6
normal,blur,none,L8_C15,4.8,-8.3,-29.2,3.6,120.98,8.3,29.2,3.6,29.2,29.2
normal,blur,none,L8_C16,4.6,-1.1,-30.6,-2.2,124.32,1.1,30.6,2.2,30.6,30.6
normal,blur,none,L8_C17,4.4,5.3,-31.4,-9.1,121.29,5.3,31.4,9.1,31.4,31.4
normal,blur,none,L8_C19,5.6,-38.6,3.7,-12.1,117.56,38.6,3.7,12.1,38.6,38.6
normal,blur,none,L8_C20,4.4,29.8,-1.5,6.9,115.9,29.8,1.5,6.9,29.8,29.8
normal,blur,none,L9_C3,5.2,-72.5,-8,-5.6,69.57,72.5,8,5.6,72.5,72.5
normal,blur,none,L9_C4,5.6,-49.6,-12.4,-5.7,72.95,49.6,12.4,5.7,49.6,49.6
normal,blur,none,L9_C5,6.2,-30.4,-11.9,-4.2,72.54,30.4,11.9,4.2,30.4,30.4
normal,blur,none,L9_C6,6.6,-14.6,-14.9,-3.2,74.69,14.6,14.9,3.2,14.9,14.9
normal,blur,none,L9_C7,6.4,-5.5,-15.5,-2.7,70.39,5.5,15.5,2.7,15.5,15.5
normal,blur,none,L9_C8,6.2,10.7,-16.3,-3,71.43,10.7,16.3,3,16.3,16.3
normal,blur,none,L9_C9,5.6,23.9,-15.1,-2.8,67.19,23.9,15.1,2.8,23.9,23.9
normal,blur,none,L9_C15,4.4,-7.8,-28.7,3.7,82.63,7.8,28.7,3.7,28.7,28.7
normal,blur,none,L9_C16,4.6,0,-29,-2.3,83.12,0,29,2.3,29,29
normal,blur,none,L9_C19,5,-38.3,3.2,-12.4,72.67,38.3,3.2,12.4,38.3,38.3
normal,blur,none,L10_C3,4.4,-80,-4.6,-7.8,53.8,80,4.6,7.8,80,80
normal,blur,none,L10_C4,4.6,-49.6,-12.1,-6.1,45.75,49.6,12.1,6.1,49.6,49.6
normal,blur,none,L10_C5,5,-30.8,-10.5,-4.7,59.65,30.8,10.5,4.7,30.8,30.8
normal,blur,none,L10_C6,5.6,-14.9,-14.9,-3,57.89,14.9,14.9,3,14.9,14.9
normal,blur,none,L10_C7,5.4,-3.9,-15.1,-2.7,51.24,3.9,15.1,2.7,15.1,15.1
normal,blur,none,L10_C8,5.2,10,-15.9,-3.1,55.18,10,15.9,3.1,15.9,15.9
normal,blur,none,L10_C9,4.4,24.3,-14,-2.5,46.5,24.3,14,2.5,24.3,24.3
normal,blur,none,L10_C15,4,-7.3,-28.7,3.5,51.14,7.3,28.7,3.5,28.7,28.7
normal,blur,none,L10_C16,4,0.1,-29.2,-2,52.07,0.1,29.2,2,29.2,29.2
normal,blur,none,L10_C19,3.4,-39.6,1.2,-11.3,52.99,39.6,1.2,11.3,39.6,39.6
normal,blur,none,L11_C4,2.8,-46.3,-9.1,-5.4,23.79,46.3,9.1,5.4,46.3,46.3
normal,blur,none,L11_C5,3,-31,-8.6,-5,23.91,31,8.6,5,31,31
normal,blur,none,L11_C6,3.4,-14.6,-13.1,-2.9,23.31,14.6,13.1,2.9,14.6,14.6
normal,blur,none,L11_C7,3.2,-2.2,-12.3,-2.5,21.16,2.2,12.3,2.5,12.3,12.3
normal,blur,none,L11_C8,3,14,-14.4,-2.5,23.29,14,14.4,2.5,14.4,14.4
normal,blur,none,L11_C15,2.2,-6.6,-29.5,3.6,22.7,6.6,29.5,3.6,29.5,29.5
normal,blur,none,L11_C16,1.8,0,-27.9,-2.3,22.47,0,27.9,2.3,27.9,27.9
normal,blur,none,L12_C5,4.4,-28.6,-13.9,-3.5,123.33,28.6,13.9,3.5,28.6,28.6
normal,blur,none,L12_C6,4.6,-14.3,-14.8,-1.6,122.85,14.3,14.8,1.6,14.8,14.8
normal,blur,none,L12_C7,4.6,-3.1,-17.1,-1.6,122.17,3.1,17.1,1.6,17.1,17.1
normal,blur,none,L12_C8,4.8,10.9,-16.1,-2.1,119.36,10.9,16.1,2.1,16.1,16.1
normal,blur,none,L12_C15,3,-8.3,-26.3,4.4,123.25,8.3,26.3,4.4,26.3,26.3
normal,blur,none,L12_C16,3.2,-0.8,-26.7,-1.7,115.25,0.8,26.7,1.7,26.7,26.7
normal,blur,none,L12_C19,3.4,-37.1,-3.7,-10.8,130,37.1,3.7,10.8,37.1,37.1
normal,blur,none,L13_C5,3.8,-28.6,-12.8,-2.9,77.48,28.6,12.8,2.9,28.6,28.6
normal,blur,none,L13_C6,4.6,-15.5,-16.3,-2.7,72.64,15.5,16.3,2.7,16.3,16.3
normal,blur,none,L13_C7,5,-2.6,-16.2,-2.3,75.06,2.6,16.2,2.3,16.2,16.2
normal,blur,none,L13_C8,4.8,10.2,-14.4,-1.5,76.62,10.2,14.4,1.5,14.4,14.4
normal,blur,none,L14_C5,3.2,-26.9,-17.1,-4.2,43.2,26.9,17.1,4.2,26.9,26.9
normal,blur,none,L14_C6,4,-14.3,-17.9,-1.6,36.79,14.3,17.9,1.6,17.9,17.9
normal,blur,none,L14_C7,4.2,-2.3,-15.9,-2.3,49.23,2.3,15.9,2.3,15.9,15.9
normal,blur,none,L14_C8,4,8.6,-14.5,-1.9,39.97,8.6,14.5,1.9,14.5,14.5
normal,blur,none,L15_C7,2.4,-1.1,-18.1,-1.5,20.41,1.1,18.1,1.5,18.1,18.1
normal,blur,none,L16_C2,3.2,-90,-2,-7.3,116.65,90,2,7.3,90,90
normal,blur,none,L16_C6,3.8,-12.1,-11.8,-3.5,72.81,12.1,11.8,3.5,12.1,12.1
normal,blur,none,L19_C3,4.8,-90,5.2,-23.5,117.87,90,5.2,23.5,90,90
normal,blur,none,L19_C4,5.8,-63.1,-8.9,-6.9,127.54,63.1,8.9,6.9,63.1,63.1
normal,blur,none,L19_C5,6.8,-41.2,-4.8,-7.1,119.43,41.2,4.8,7.1,41.2,41.2
normal,blur,none,L19_C6,6.4,-19.2,-10.4,-2.8,110.65,19.2,10.4,2.8,19.2,19.2
normal,blur,none,L19_C7,6,-3.1,-12.8,-1.2,90.33,3.1,12.8,1.2,12.8,12.8
normal,blur,none,L19_C8,5.4,9.7,-12.5,-3.9,82.19,9.7,12.5,3.9,12.5,12.5
normal,blur,none,L19_C15,4,-12.5,-25.9,4.5,101.64,12.5,25.9,4.5,25.9,25.9
normal,blur,none,L19_C19,5.6,-43.1,3.1,-11,128.96,43.1,3.1,11,43.1,43.1
normal,blur,none,L20_C3,4.2,-90,3,-23.8,81.13,90,3,23.8,90,90
normal,blur,none,L20_C4,5.2,-63.3,-9.5,-7.6,82,63.3,9.5,7.6,63.3,63.3
normal,blur,none,L20_C5,6,-41,-5.5,-7.9,77.7,41,5.5,7.9,41,41
normal,blur,none,L20_C6,5.8,-19.2,-10.5,-4.3,65.1,19.2,10.5,4.3,19.2,19.2
normal,blur,none,L20_C7,5.2,-5.1,-11.1,-2.8,54.09,5.1,11.1,2.8,11.1,11.1
normal,blur,none,L20_C8,4.6,12.9,-14.3,-3.5,51.41,12.9,14.3,3.5,14.3,14.3
normal,blur,none,L20_C19,5,-41.3,3.4,-11.5,82.56,41.3,3.4,11.5,41.3,41.3
normal,blur,none,L21_C4,4.4,-62.3,-7.7,-7.7,64.45,62.3,7.7,7.7,62.3,62.3
normal,blur,none,L21_C5,5,-39,-7.8,-7.5,56.09,39,7.8,7.5,39,39
normal,blur,none,L21_C6,4.6,-16.7,-9.1,-4,51.04,16.7,9.1,4,16.7,16.7
normal,blur,none,L21_C7,4.2,-2.9,-9.9,-4.5,39.68,2.9,9.9,4.5,9.9,9.9
normal,blur,none,L21_C8,3.6,13.2,-12.8,-3.8,37.2,13.2,12.8,3.8,13.2,13.2
normal,blur,none,L21_C19,4,-40.6,6.8,-12,60.94,40.6,6.8,12,40.6,40.6
normal,blur,none,L22_C4,5.4,-66.7,-12.2,-6.2,92.24,66.7,12.2,6.2,66.7,66.7
normal,blur,none,L22_C5,6.4,-39.1,-5.5,-5.8,106.16,39.1,5.5,5.8,39.1,39.1
normal,blur,none,L22_C6,6.8,-16.1,-9.4,-2.6,106.29,16.1,9.4,2.6,16.1,16.1
normal,blur,none,L22_C7,6.6,-3.1,-10.4,0.4,94.48,3.1,10.4,0.4,10.4,10.4
normal,blur,none,L22_C8,6.2,9.6,-13.2,-2.9,99.35,9.6,13.2,2.9,13.2,13.2
normal,blur,none,L22_C9,5.8,26.2,-12.6,-1.4,91.94,26.2,12.6,1.4,26.2,26.2
normal,blur,none,L22_C15,4.8,-9.8,-30.6,5,115.13,9.8,30.6,5,30.6,30.6
normal,blur,none,L22_C16,4.8,-1.3,-27.6,-0.4,110.36,1.3,27.6,0.4,27.6,27.6
normal,blur,none,L22_C17,4.4,8,-29.8,-5.2,106.7,8,29.8,5.2,29.8,29.8
normal,blur,none,L22_C19,6.2,-42.3,6.6,-11.9,105.4,42.3,6.6,11.9,42.3,42.3
normal,blur,none,L23_C4,5,-62.6,-9.1,-7.4,52.84,62.6,9.1,7.4,62.6,62.6
normal,blur,none,L23_C5,5.8,-38.3,-4.6,-5.2,64.49,38.3,4.6,5.2,38.3,38.3
normal,blur,none,L23_C6,6,-15.8,-6.6,-4.4,64.7,15.8,6.6,4.4,15.8,15.8
normal,blur,none,L23_C7,6,-4,-7.9,-1.9,60.05,4,7.9,1.9,7.9,7.9
normal,blur,none,L23_C8,5.8,13.6,-10,-3.8,62.51,13.6,10,3.8,13.6,13.6
normal,blur,none,L23_C9,5,25.7,-13.2,-1.8,61.85,25.7,13.2,1.8,25.7,25.7
normal,blur,none,L23_C15,4.6,-10.6,-24.4,4.3,72.68,10.6,24.4,4.3,24.4,24.4
normal,blur,none,L23_C16,4.2,2.6,-26.8,-1.4,69.36,2.6,26.8,1.4,26.8,26.8
normal,blur,none,L23_C17,4,6.4,-28.8,-5,69.55,6.4,28.8,5,28.8,28.8
normal,blur,none,L23_C19,5.4,-39.8,8,-11.3,66.82,39.8,8,11.3,39.8,39.8
normal,blur,none,L24_C4,3.8,-66.2,-1.9,-9,27.42,66.2,1.9,9,66.2,66.2
normal,blur,none,L24_C5,4.8,-40.2,-7.7,-5.3,42.31,40.2,7.7,5.3,40.2,40.2
normal,blur,none,L24_C6,5,-17.2,-5,-4.4,43.62,17.2,5,4.4,17.2,17.2
normal,blur,none,L24_C7,5.2,-4.3,-5.4,-1.8,41.4,4.3,5.4,1.8,5.4,5.4
normal,blur,none,L24_C8,5,11.4,-11.2,-4.2,42.03,11.4,11.2,4.2,11.4,11.4
normal,blur,none,L24_C15,3.8,-10.2,-23,4,38.85,10.2,23,4,23,23
normal,blur,none,L24_C17,3.2,8.3,-28.2,-5.6,37.32,8.3,28.2,5.6,28.2,28.2
normal,blur,none,L24_C19,4,-40.3,3.4,-12.7,29.83,40.3,3.4,12.7,40.3,40.3
normal,blur,none,L24_C20,4,28.7,-3.5,3.1,38.98,28.7,3.5,3.1,28.7,28.7
normal,blur,none,L25_C6,5.2,-17.1,-13.3,-1.3,74.52,17.1,13.3,1.3,17.1,17.1
normal,blur,none,L25_C7,5.8,-1.2,-11.3,1.5,80.28,1.2,11.3,1.5,11.3,11.3
normal,blur,none,L25_C8,5.8,11.1,-13,-1.8,106.02,11.1,13,1.8,13,13
normal,blur,none,L25_C9,5.6,25,-12.7,-0.5,116.26,25,12.7,0.5,25,25
normal,blur,none,L25_C15,3.6,-6,-33.7,5.4,75.67,6,33.7,5.4,33.7,33.7
normal,blur,none,L25_C16,4,1.6,-26.9,-1.4,86.36,1.6,26.9,1.4,26.9,26.9
normal,blur,none,L25_C17,4.2,8.6,-31,-4.6,103.02,8.6,31,4.6,31,31
normal,blur,none,L25_C19,3.6,-41.9,0.2,-10.1,65.53,41.9,0.2,10.1,41.9,41.9
normal,blur,none,L25_C20,5,30.8,1.1,6.1,118.33,30.8,1.1,6.1,30.8,30.8
normal,blur,none,L26_C5,4.2,-38.8,-11.8,-4.9,43.67,38.8,11.8,4.9,38.8,38.8
normal,blur,none,L26_C6,4.8,-20.3,-10.9,-1.7,48.1,20.3,10.9,1.7,20.3,20.3
normal,blur,none,L26_C7,5.4,-2.8,-9,1.1,55.19,2.8,9,1.1,9,9
normal,blur,none,L26_C8,5.6,10.3,-13,-1.9,63.33,10.3,13,1.9,13,13
normal,blur,none,L26_C9,5.2,24.7,-12.3,-1.5,79.93,24.7,12.3,1.5,24.7,24.7
normal,blur,none,L26_C16,3.8,5,-17.6,-0.7,56.77,5,17.6,0.7,17.6,17.6
normal,blur,none,L26_C17,4,10.5,-29.3,-4.2,69.3,10.5,29.3,4.2,29.3,29.3
normal,blur,none,L26_C19,3.4,-38.3,-0.5,-8.5,40.74,38.3,0.5,8.5,38.3,38.3
normal,blur,none,L26_C20,4.6,30.6,1.7,5.4,80.17,30.6,1.7,5.4,30.6,30.6
normal,blur,none,L27_C5,3,-29.5,-19.9,7.7,27.85,29.5,19.9,7.7,29.5,29.5
normal,blur,none,L27_C6,4,-16.1,-8.1,-4.9,34.8,16.1,8.1,4.9,16.1,16.1
normal,blur,none,L27_C7,4.4,-3,-13.5,0.5,38.38,3,13.5,0.5,13.5,13.5
normal,blur,none,L27_C8,4.6,12.2,-12.1,-2.4,50.73,12.2,12.1,2.4,12.2,12.2
normal,blur,none,L27_C9,4.2,24.8,-11.6,-1,55.86,24.8,11.6,1,24.8,24.8
normal,blur,none,L27_C15,2.6,-11.2,-32.5,6.1,35.46,11.2,32.5,6.1,32.5,32.5
normal,blur,none,L27_C16,3.4,2.1,-22.4,-1.3,38.94,2.1,22.4,1.3,22.4,22.4
normal,blur,none,L27_C20,3.8,28.1,2,5.1,58.47,28.1,2,5.1,28.1,28.1
normal,blur,none,L28_C6,2.8,-20.4,-13.8,-1.2,45.09,20.4,13.8,1.2,20.4,20.4
normal,blur,none,L28_C7,3.8,-3.9,-17.1,0.3,42.23,3.9,17.1,0.3,17.1,17.1
normal,blur,none,L29_C7,2.8,-5.5,-13.6,-0.3,37.23,5.5,13.6,0.3,13.6,13.6
normal,blur,none,L29_C8,3.4,5.6,-12.4,-2.2,47.92,5.6,12.4,2.2,12.4,12.4
normal,blur,realesrgan,L1_C3,4.4,-69,-17.9,-2.5,173.65,69,17.9,2.5,69,69
normal,blur,realesrgan,L1_C4,5.6,-47.4,-14.5,-4,182.59,47.4,14.5,4,47.4,47.4
normal,blur,realesrgan,L1_C5,6.8,-27.5,-16.1,-2.2,171.74,27.5,16.1,2.2,27.5,27.5
normal,blur,realesrgan,L1_C6,7.2,-13.3,-16.4,-1.8,172.25,13.3,16.4,1.8,16.4,16.4
normal,blur,realesrgan,L1_C7,7,-3.5,-16.3,-1.9,169.65,3.5,16.3,1.9,16.3,16.3
normal,blur,realesrgan,L1_C8,6.4,11,-17.7,-1.8,167.03,11,17.7,1.8,17.7,17.7
normal,blur,realesrgan,L1_C9,5.6,25.6,-15.9,-1.7,164.91,25.6,15.9,1.7,25.6,25.6
normal,blur,realesrgan,L1_C15,5,-6.6,-31.7,3.6,176.67,6.6,31.7,3.6,31.7,31.7
normal,blur,realesrgan,L1_C16,4.2,-0.1,-32.7,-2.4,177.61,0.1,32.7,2.4,32.7,32.7
normal,blur,realesrgan,L1_C17,4.2,3.5,-29.7,-8.2,168.08,3.5,29.7,8.2,29.7,29.7
normal,blur,realesrgan,L1_C19,5.6,-36.9,0.4,-10.9,172.55,36.9,0.4,10.9,36.9,36.9
normal,blur,realesrgan,L1_C20,4.8,29,-4.3,7.8,173.4,29,4.3,7.8,29,29
normal,blur,realesrgan,L2_C3,4.8,-75.7,-12.7,-8.2,112.59,75.7,12.7,8.2,75.7,75.7
normal,blur,realesrgan,L2_C4,5.4,-46.5,-14.5,-3.9,122.5,46.5,14.5,3.9,46.5,46.5
normal,blur,realesrgan,L2_C5,6.2,-27.6,-15.6,-3.3,117.35,27.6,15.6,3.3,27.6,27.6
normal,blur,realesrgan,L2_C6,7,-15.8,-14.2,-1.6,121.49,15.8,14.2,1.6,15.8,15.8
normal,blur,realesrgan,L2_C7,6.8,-3.8,-15,-2,114.24,3.8,15,2,15,15
normal,blur,realesrgan,L2_C8,6.4,12.4,-16,-1.8,104.62,12.4,16,1.8,16,16
normal,blur,realesrgan,L2_C9,5.6,24.9,-15.6,-1.7,118.32,24.9,15.6,1.7,24.9,24.9
normal,blur,realesrgan,L2_C15,5.2,-7.6,-30.5,3.5,120.32,7.6,30.5,3.5,30.5,30.5
normal,blur,realesrgan,L2_C16,4.2,0.6,-28.7,-1.6,120.3,0.6,28.7,1.6,28.7,28.7
normal,blur,realesrgan,L2_C17,3.8,4,-27.8,-8.2,120.23,4,27.8,8.2,27.8,27.8
normal,blur,realesrgan,L2_C19,6,-33.8,0.2,-11.3,117.52,33.8,0.2,11.3,33.8,33.8
normal,blur,realesrgan,L2_C20,4.6,29.2,-2,7.6,115.48,29.2,2,7.6,29.2,29.2
normal,blur,realesrgan,L3_C3,4.2,-73.4,-14.8,-8,70.94,73.4,14.8,8,73.4,73.4
normal,blur,realesrgan,L3_C4,4.8,-44.8,-13.7,-4.1,89.98,44.8,13.7,4.1,44.8,44.8
normal,blur,realesrgan,L3_C5,5.8,-28.4,-15,-3,74.53,28.4,15,3,28.4,28.4
normal,blur,realesrgan,L3_C6,6.4,-15.2,-16.2,-2.7,81.19,15.2,16.2,2.7,16.2,16.2
normal,blur,realesrgan,L3_C7,6.2,-4,-15.9,-2.1,72.68,4,15.9,2.1,15.9,15.9
normal,blur,realesrgan,L3_C8,6,11.6,-17.8,-2.1,71.3,11.6,17.8,2.1,17.8,17.8
normal,blur,realesrgan,L3_C9,5,24.5,-13.8,-2.3,79.06,24.5,13.8,2.3,24.5,24.5
normal,blur,realesrgan,L3_C15,4.4,-8.5,-29.6,3.7,77,8.5,29.6,3.7,29.6,29.6
normal,blur,realesrgan,L3_C16,3.8,1.7,-29.8,-1.6,72.59,1.7,29.8,1.6,29.8,29.8
normal,blur,realesrgan,L3_C17,3.6,5.4,-27.4,-8.3,80.69,5.4,27.4,8.3,27.4,27.4
normal,blur,realesrgan,L3_C19,5.4,-37.6,0.9,-10.9,73.1,37.6,0.9,10.9,37.6,37.6
normal,blur,realesrgan,L3_C20,4.6,25.8,-4.4,7.2,89.91,25.8,4.4,7.2,25.8,25.8
normal,blur,realesrgan,L4_C3,4,-79.7,-13.2,-11.9,55.7,79.7,13.2,11.9,79.7,79.7
normal,blur,realesrgan,L4_C4,4.6,-45.3,-13.9,-4.5,71.62,45.3,13.9,4.5,45.3,45.3
normal,blur,realesrgan,L4_C5,5.4,-29.3,-14.2,-3,68.33,29.3,14.2,3,29.3,29.3
normal,blur,realesrgan,L4_C6,6,-14.5,-15.4,-2.5,69.08,14.5,15.4,2.5,15.4,15.4
normal,blur,realesrgan,L4_C7,5.8,-4.8,-14.8,-2.3,65.17,4.8,14.8,2.3,14.8,14.8
normal,blur,realesrgan,L4_C8,5.6,12.1,-14.5,-2.4,68.05,12.1,14.5,2.4,14.5,14.5
normal,blur,realesrgan,L4_C9,4.8,23.7,-13.8,-1.9,69.89,23.7,13.8,1.9,23.7,23.7
normal,blur,realesrgan,L4_C15,4,-9.5,-29.6,3.9,60.1,9.5,29.6,3.9,29.6,29.6
normal,blur,realesrgan,L4_C16,3.6,0.5,-26.3,-1.4,59.97,0.5,26.3,1.4,26.3,26.3
normal,blur,realesrgan,L4_C17,3.8,5.1,28.4,-8.2,65.1,5.1,28.4,8.2,28.4,28.4
normal,blur,realesrgan,L4_C19,5,-37.1,2.2,-10.3,64.69,37.1,2.2,10.3,37.1,37.1
normal,blur,realesrgan,L4_C20,4.2,25.8,-5.4,6.6,73.48,25.8,5.4,6.6,25.8,25.8
normal,blur,realesrgan,L5_C4,4.2,-46.5,-14,-4.8,49.67,46.5,14,4.8,46.5,46.5
normal,blur,realesrgan,L5_C5,5,-30.3,-12.7,-3.1,47.99,30.3,12.7,3.1,30.3,30.3
normal,blur,realesrgan,L5_C6,5.2,-16,-14.7,-3,50.48,16,14.7,3,16,16
normal,blur,realesrgan,L5_C7,5.4,-3.2,-14,-2.5,46.35,3.2,14,2.5,14,14
normal,blur,realesrgan,L5_C8,5.4,12.3,-15.5,-2.7,47.38,12.3,15.5,2.7,15.5,15.5
normal,blur,realesrgan,L5_C9,4,23.1,-14.4,-1.6,48.11,23.1,14.4,1.6,23.1,23.1
normal,blur,realesrgan,L5_C15,3.6,-10.9,-31.3,3.9,48.4,10.9,31.3,3.9,31.3,31.3
normal,blur,realesrgan,L5_C16,3.2,0.3,-28.8,-1.7,44.44,0.3,28.8,1.7,28.8,28.8
normal,blur,realesrgan,L5_C17,3,5.2,-29.2,-8.1,45.47,5.2,29.2,8.1,29.2,29.2
normal,blur,realesrgan,L5_C19,4,-39,0.4,-12.2,45.18,39,0.4,12.2,39,39
normal,blur,realesrgan,L5_C20,3.8,28,-4.6,7.9,51.15,28,4.6,7.9,28,28
normal,blur,realesrgan,L6_C4,2.4,-49,-8.2,-5.8,23.63,49,8.2,5.8,49,49
normal,blur,realesrgan,L6_C5,2.4,-28.6,-10.3,-4.5,23.12,28.6,10.3,4.5,28.6,28.6
normal,blur,realesrgan,L6_C6,2.8,-17.4,-13.7,-2.8,23.2,17.4,13.7,2.8,17.4,17.4
normal,blur,realesrgan,L6_C7,2.6,-4.1,-11.6,-2.3,20.41,4.1,11.6,2.3,11.6,11.6
normal,blur,realesrgan,L6_C8,2.6,13.5,-12.7,-2.5,21.62,13.5,12.7,2.5,13.5,13.5
normal,blur,realesrgan,L6_C9,1.8,25.1,-11.3,-2.1,15.18,25.1,11.3,2.1,25.1,25.1
normal,blur,realesrgan,L6_C19,2.2,-36.2,3,-11.2,22.35,36.2,3,11.2,36.2,36.2
normal,blur,realesrgan,L8_C3,5.6,-81.6,-6.3,-7.1,104.08,81.6,6.3,7.1,81.6,81.6
normal,blur,realesrgan,L8_C4,6,-48.7,-13.5,-5,117.72,48.7,13.5,5,48.7,48.7
normal,blur,realesrgan,L8_C5,6.8,-30.6,-13.9,-4.5,118.48,30.6,13.9,4.5,30.6,30.6
normal,blur,realesrgan,L8_C6,7.2,-15.6,-15.1,-3.6,120.49,15.6,15.1,3.6,15.6,15.6
normal,blur,realesrgan,L8_C7,7.2,-3.7,-15.2,-2.9,114.43,3.7,15.2,2.9,15.2,15.2
normal,blur,realesrgan,L8_C8,7.2,11.6,-15.8,-2.8,114.81,11.6,15.8,2.8,15.8,15.8
normal,blur,realesrgan,L8_C9,6,22.6,-15.6,-2.9,112.77,22.6,15.6,2.9,22.6,22.6
normal,blur,realesrgan,L8_C15,4.8,-8.3,-29.2,3.6,120.98,8.3,29.2,3.6,29.2,29.2
normal,blur,realesrgan,L8_C16,4.8,-1.1,-30.6,-2.2,124.32,1.1,30.6,2.2,30.6,30.6
normal,blur,realesrgan,L8_C17,4.6,5.3,-31.4,-9.1,121.29,5.3,31.4,9.1,31.4,31.4
normal,blur,realesrgan,L8_C19,5.8,-38.6,3.7,-12.1,117.56,38.6,3.7,12.1,38.6,38.6
normal,blur,realesrgan,L8_C20,4.6,29.8,-1.5,6.9,115.9,29.8,1.5,6.9,29.8,29.8
normal,blur,realesrgan,L9_C3,5.4,-72.5,-8,-5.6,69.57,72.5,8,5.6,72.5,72.5
normal,blur,realesrgan,L9_C4,5.8,-49.6,-12.4,-5.7,72.95,49.6,12.4,5.7,49.6,49.6
normal,blur,realesrgan,L9_C5,6.4,-30.4,-11.9,-4.2,72.54,30.4,11.9,4.2,30.4,30.4
normal,blur,realesrgan,L9_C6,6.6,-14.6,-14.9,-3.2,74.69,14.6,14.9,3.2,14.9,14.9
normal,blur,realesrgan,L9_C7,6.4,-5.5,-15.5,-2.7,70.39,5.5,15.5,2.7,15.5,15.5
normal,blur,realesrgan,L9_C8,6.4,10.7,-16.3,-3,71.43,10.7,16.3,3,16.3,16.3
normal,blur,realesrgan,L9_C9,5.6,23.9,-15.1,-2.8,67.19,23.9,15.1,2.8,23.9,23.9
normal,blur,realesrgan,L9_C15,4.8,-7.8,-28.7,3.7,82.63,7.8,28.7,3.7,28.7,28.7
